file,code,product_id,status,public_main_url,public_thumb_url,message
/Volumes/Condivisa/FOTO ENERGICA 2025/CONTROLLER NEEM +SAPONE MOLLE SPRAY 1 lt.png,CONTROLLER,,unmatched,,,no product with this code
/Volumes/Condivisa/FOTO ENERGICA 2025/DURAFAST GRANULARE 500G.png,DURAFAST,,unmatched,,,no product with this code
/Volumes/Condivisa/FOTO ENERGICA 2025/DURAFAST GRANULARE 800G.png,DURAFAST,,unmatched,,,no product with this code
/Volumes/Condivisa/FOTO ENERGICA 2025/DURAFAST POLVERE 500G.png,DURAFAST,,unmatched,,,no product with this code
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0006 CITRONELLA SFERAGEL 180ml.png,EN0006,dc33a53c-0ced-438e-87c1-6e4bf15e3490,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0007 LAVANDA SFERAGEL 180ml.png,EN0007,202289d3-ec15-48d0-84a6-b974df84759a,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0008 EUCALIPTO SFERAGEL 180ml.png,EN0008,e211d319-393d-4214-be95-67450bff7a05,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0009 ANTI TARME SFERAGEL 180ml.png,EN0009,b32f4bde-3c9a-4ddb-b314-60bfa46a45fa,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0010 CITRONELLA SFERAGEL 360ml.png,EN0010,a22fb92e-5dc3-4a2e-b000-b0dc21fd711b,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0011 LAVANDA SFERAGEL 360ml.png,EN0011,db8d7953-6dbf-4e91-9009-1774b4c12a3f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0012 EUCALIPTO SFERAGEL 360ml.png,EN0012,c489e5cf-32c3-42af-9095-be00d2c9356c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0013 ANTI TARME SFERAGEL 360ml.png,EN0013,7eeae322-169b-462e-b9ba-f8073cf3666f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0015 PROFUMO CITRONELLA SPRAY 750ML.png,EN0015,2602c556-da92-4b61-9a81-6716615b689a,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0020 VOLPI GRANULARE 1LT.png,EN0020,e6202b6c-8a9b-447f-abff-b367b086a2fc,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0021 VOLPI GEL 1LT.png,EN0021,ad8f8151-2152-47c7-a39d-e06fb4dc2c20,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0022 VOLPI CUBO GEL 1LT.png,EN0022,98daf89a-c795-4c5f-8916-c6be89b652cc,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0023 VOLPI CUBO GEL 2,5LT.png",EN0023,7e24c027-4cd6-40ef-aaad-8a0f89448dcc,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0024 STOP URINE SPRAY 750ML.png,EN0024,5bb5b43b-f214-4ff1-b0a2-1141a7e2fbe2,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0025 MARTORE GRANULARE 1LT.png,EN0025,ad309685-f051-4d8d-97b5-4dce0fbc6eb3,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0026 MARTORE SPRAY 1LT.png,EN0026,de3bc44c-43c3-4d2b-977a-5ee9841d8f0c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0027 MARTORE GEL 1LT.png,EN0027,45c9fae4-dffd-42f2-8d69-b4a9cb5171ff,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0028 MARTORE CUBO GEL 1lt.png,EN0028,ae4f1164-6502-4167-8d1b-0393ed912b8b,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0029 MARTORE CUBO GEL 2,5lt.png",EN0029,36c710c5-d908-4b81-9603-137914712afe,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0030 COLONIA LAVANDA PER CANI 125ml.png,EN0030,fd428f2a-ed12-4f32-8268-544debdf18f2,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0031 ROLL-ON-75ml.png,EN0031,68f5823a-79b7-4149-81ff-c875d531ff0f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0032 PROTEZIONE PER CANI OLIO DI NEEM SPRAY 500ML.png,EN0032,da08d5e5-82c9-49af-a722-fa2675f5c293,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0033 PROTEZIONE PER CANI OLIO DI NEEM+CITRONELLA SPRAY 500ML.png,EN0033,aa383451-0df7-4670-83fc-30974db5c14b,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0034 PROTEZIONE PER CANI OLI DI NEEM+EUCALIPTO SPRAY 500ML.png,EN0034,ba659a2b-9f90-4c57-a313-a3a088ddf2cb,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0035 PROTEZIONE PER CANI OLIO DI NEEM+LAVANDA SPRAY 500ML.png,EN0035,aa2c5f3f-4bf5-485f-ad23-430dee98e03d,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0036 OLIO DI ARNICA CANI SPRAY 500ML.png,EN0036,3fc80d85-8da5-452a-860f-81ed5e2feb6f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0037 CREMA ARNICA GEL CANI GEL 250ML.png,EN0037,646e31cb-cae7-4d9b-9a9d-e15fb91ec514,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0038 PROFUMO CITRONELLA CUBO GEL 2,5LT.png",EN0038,1f490fc6-72be-4789-8bb4-84746aca0fc1,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0039 PROFUMO CITRONELLA CUBO GEL 1LT.png,EN0039,a52e3a8e-48ff-4293-a344-fe83efb8f6cd,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0040 PROFUMO CITRONELLA SPRAY 1LT.png,EN0040,85f58b48-cd76-435e-bdb0-7219cd00e705,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0041 PROFUMO CITRONELLA SPRAY 500ML.png,EN0041,bab561cd-1884-4728-8d39-2a8642f6c539,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0042 PROFUMO CITRONELLA GRANULARE 1LT.png,EN0042,c7649621-3781-4912-a04f-55d1c08cb422,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0043 PROFUMO CITRONELLA GEL 1LT.png,EN0043,b9beb825-7432-401c-aed1-071fbdf81e43,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0044 CANI E GATTI CUBO GEL 2,5LT.png",EN0044,9e00186a-fe86-438f-9f94-2a83b94c70c2,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0045 RAGNI SPRAY 750ML.png,EN0045,db515587-f1ec-4c00-9268-e7951c820421,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0046 SCORPIONI SPRAY 1LT.png,EN0046,136011a1-5573-4175-93d7-e392b52160fe,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0047 RAGNI SPRAY 500ML.png,EN0047,f4ed95f3-9ffd-4132-b5c9-45d8e09acecb,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0048 SCORPIONI SPRAY 500ML.png,EN0048,f394d369-1baf-40d7-aec9-837851947ba0,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0049 SCORPIONI GRANULARE 1LT.png,EN0049,bbb64259-99b4-4d65-9585-40aa62d3d843,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0050 SCORPIONI SPRAY 750ML.png,EN0050,86a9233e-e32c-4e96-b2a7-7e61dd673758,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0051 CANI E GATTI SPRAY 1LT.png,EN0051,4392e354-f479-4d20-8a3e-03365004c64c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0052 CANI E GATTI SPRAY 500ML.png,EN0052,50b370dd-7d2f-4a89-bcfa-af6f225d02b9,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0053 CANI E GATTI SPRAY 750ML.png,EN0053,f068f72b-39b7-440e-98b3-c4ef9def43a0,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0054 ABITUANTE SPRAY 125ml.png,EN0054,6d244cac-7641-4b92-917c-bd062e49d0a3,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0055 CANI E GATTI GRANULARE 1LT.png,EN0055,ea4ef8d7-13dd-40da-a6d4-963d12606a7d,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0057 CANI E GATTI CUBO GEL 1LT.png,EN0057,a26b3692-cfaa-4a12-a862-e7f75c0ab2ae,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0058 ANTIACCOPPIAMENTO SPRAY 125ml.png,EN0058,4af799df-a3ac-442b-9fd1-a61d2ff6de87,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0059 ANTIMORSO SPRAY 500ML.png,EN0059,4abc9466-ca1f-41a9-9132-d082a539fe70,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0060 TALPE GRANULARE 1LT.png,EN0060,b39d7b3e-da34-48df-88d1-a72d8aee696e,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0061 TALPA GEL 1LT.png,EN0061,397b7e86-f86e-4927-b90a-d4806a26d85f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0062 TALPA CUBO GEL 1LT.png,EN0062,deeec8b8-9df5-40b4-9d4f-06aac4ac8fe0,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0064 PICCIONI CUBO GEL 1LT.png,EN0064,511e7708-4613-4d94-ac21-de661f6cbb54,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0065 PICCIONI SPRAY 1LT.png,EN0065,fd878db6-3695-4436-8070-c961aad3eeec,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0066 PICCIONI SPRAY 500ML.png,EN0066,30e60a47-f870-4ca8-a9e4-02de13001d5b,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0067 PICCIONI GRANULARE 1LT.png,EN0067,69be6984-63a3-4427-896d-40292fcced45,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0068 PICCIONI GEL 1LT.png,EN0068,14764bdb-db3c-427b-9688-115d393ecc84,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0069 PICCIONI SPRAY 750ML.png,EN0069,895fd7e0-296f-4b23-982d-5fd7b7e049c0,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0073 CINGHIALI CUBO GEL 2,5LT.png",EN0073,de95e7ad-18d1-4602-9b9a-daa641ba7288,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0074 CINGHIALI GEL 1LT.png,EN0074,dc641072-6570-4341-b3db-129687f3fa76,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0075 CINGHIALI GRANULARE 1 lt.png,EN0075,79633261-9486-4c96-9760-5bad857b9e7e,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0076 CINGHIALI GRANULARE 2,5LT.png",EN0076,d0a1e11f-4bfc-4e10-a25c-b2f9d65a13ab,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0078 VIPERE SPRAY 1LT.png,EN0078,f24c3aac-c356-4a88-abb9-6c860b09691d,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0079 VIPERE SPRAY 500ML.png,EN0079,e9a876ff-dbb8-4ef4-8458-d77be9bd6952,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0081 RETTILI CUBO GEL 2,5LT.png",EN0081,b353f782-9a80-4f68-83c7-baf4b583b9ce,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0082 RETTILI CUBO GEL 1LT.png,EN0082,b284c624-7669-42c1-b959-8cafd77df4a7,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0083 RETTILI GEL 1LT.png,EN0083,5a131031-07cc-4297-a094-83c294fe6b2c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0084 RETTILI SPRAY 1LT.png,EN0084,a42fb6ec-fff9-4ab2-bad1-f4868144660a,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0085 RETTILI GRANULARE 1LT.png,EN0085,86f677c8-4dfe-4387-99da-3fb5ac32f954,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0086 GECHI SPRAY 1LT.png,EN0086,1fd2e48e-6174-425a-8873-d947763f374c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0087 GECHI SPRAY 500ML.png,EN0087,5bf7331b-b3c2-4a59-b74c-b91027c10f3e,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0090 RETTILI SPRAY 750ML.png,EN0090,1902be79-096e-4b56-9af8-53f94b0dd207,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0091 VIPERE SPRAY 750ML.png,EN0091,4afa6a71-ce96-42eb-b2e9-c47d4328cdbe,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0092 GECHI SPRAY 750ML.png,EN0092,6f81c9a7-af01-47bb-aba4-77d8f0c954b1,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0093 FORMICHE GEL 150ML .png,EN0093,1d98fd07-97b3-4d91-b095-24aace987748,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0094 FORMICHE SPRAY 500ML.png,EN0094,bfd66ba5-7ed2-45c7-8bfa-fb608ce5bc60,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0095 FORMICHE SPRAY 1LT.png,EN0095,624d917f-0f2c-4c8e-b56d-4d3258149a24,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0096 FORMICHE GEL 1LT.png,EN0096,de648180-54db-4263-ae8a-f5eb1b981d8f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0097 FORMICHE GRANULARE 1LT.png,EN0097,3a694aa3-ec83-4ee9-ac56-bda5a8c0c40d,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0098 FORMICHE GRANULARE 500ML.png,EN0098,11e0e757-27a7-4d4b-9393-375557ec27dc,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0099 FORMICHE GRANULARE 250ML.png,EN0099,b43c519b-701b-44a0-bf69-a40fe8bea546,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0100 RATTI SPRAY 750ML.png,EN0100,3fb41766-9386-4816-8118-4ce8cef6f9e4,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0101 RATTI SPRAY 1LT.png,EN0101,9896e5e9-37e1-4eea-8c9b-bfd0cca55fc9,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0102 RATTI SPRAY 500ML.png,EN0102,2f15a821-e52d-4b47-9eea-ac445eba7b8f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0103 RATTI GEL 1LT.png,EN0103,c8ee5373-759a-46a6-8014-674c91681063,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0104 RATTI CUBO GEL 1LT.png,EN0104,2293dcd5-6499-4896-ad59-6f280ee99ce1,dry-run,,,
"/Volumes/Condivisa/FOTO ENERGICA 2025/EN0105 RATTI CUBO GEL 2,5LT.png",EN0105,61ecc21e-0147-4e68-b4bb-fe132cfae6c7,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0106 RATTI GRANULARE 1LT.png,EN0106,9f24fce3-dbcc-46b6-a2c5-eae947f47ac8,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0107 RATTI GEL 150ML.png,EN0107,6002e573-d73e-4bac-b3da-6521b0de841c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0108 ATTRATTIVO TOPI GELVANIGLIA 150ML.png,EN0108,36d5947c-9688-4c5a-a28e-be03a4ac2bb6,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0109 ATTRATTIVO MELA VERDE 150ML.png,EN0109,143fac4e-0368-40d8-84e5-3f201ae87afc,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0110 ATTRATTIVO FORMAGGIO 150ML.png,EN0110,d659a772-a165-4e7a-a1ff-1b34c5ad64fd,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0111 ATTRATTIVO CACAO 150ML.png,EN0111,d85b962b-2e68-4ad1-803c-80de6f3a0aa4,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0115 disabituanteINSETTI GERANIO SPRAY 500ML.png,EN0115,bbd473a9-41de-4fe0-8936-91357138033c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0116 ZECCHE E PULCI SPRAY TIMO 500ML.png,EN0116,7f414bcc-c5e4-477f-90cf-0a71cc4fc304,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0117 SCACCIA CIMICI DA LETTO SPRAY 500ML.png,EN0117,75db2755-6d21-4d22-8f8d-0fcc752ba34f,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0118 PESCIOLINI D'ARGENTO SPRAY 500ML.png,EN0118,edb65bf7-0004-4260-91f1-0c25fd6c97cd,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0120 SALVIETTE CUOIO ENERGICA 40PZ.png,EN0120,757a3031-d197-44f4-89c6-7095effd43d7,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0124 CASSONETTI SPRAY 500ML.png,EN0124,fe38473a-d08e-48f9-8d9d-654994c2561e,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0125 IGIENIZZANTE CASSONETTI SPRAY 1LT.png,EN0125,e1c697a4-08c2-4e3e-9135-93f7c5ecdd46,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0126 CUCCE SPRAY 500ML.png,EN0126,6ddba44b-5701-475c-bf0a-8c4d588a192c,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0127 DEODORANTE CUCCE SPRAY 1LT.png,EN0127,40348440-c7cb-492e-b7d4-64d5b730f917,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0128 DEODORANTE CUCCE SPRAY 125ml.png,EN0128,ea988a8e-3a1a-4d21-a06c-6046221c7c20,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0130 LETTIERA SPRAY 500ML.png,EN0130,2c357d3a-f4c9-42c2-904b-85e5e00ca089,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0135 BACTER SELECT INTERNI AUTO SPRAY 750ML.png,EN0135,de032630-2eac-479e-a098-74184f77bfad,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0136 BACTER SELECT CUCCE SPRAY 750ML.png,EN0136,3ad44460-ccef-4e0b-8923-f5760fb5c703,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0137 BACTER SELECT TESSUTI SPRAY 750ML.png,EN0137,55a84ddf-18e9-4598-95c3-ebd896c9f351,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0138 BACTER SELECT ANTI ODORE SPRAY 750ML.png,EN0138,c5d3e45c-324a-4fca-b1c1-a9832c02da42,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0140 PROPOLI SPRAY 1LT.png,EN0140,c52be174-4da5-418e-9e29-09f4735267a0,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0142 BICARBONATO DI SODIO SPRAY 500ML.png,EN0142,556864f2-631d-456a-b4ed-c5b15dbb7ac4,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0143 BICARBONATO DI SODIO 200G.png,EN0143,e0a90f38-fe3b-4d3c-8373-4885e26fce70,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0144 ACETO CONCENTRATO 500G.png,EN0144,fae4bb11-db28-4c8a-9619-fb95d667387b,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0145 ACETO CONCENTRATO 200G.png,EN0145,28f9149e-b1ea-49eb-b747-5c3cd64af92a,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0148 BICARBONATO DI SODIO SPRAY 1LT.png,EN0148,286b1ccf-8013-4fda-825e-17dd843db459,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0150 TRAPPOLA MOSCHE.png,EN0150,1ebc9bac-e868-4f36-9668-af7269295fcb,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0151 TRAPPOLA VESPE.png,EN0151,d0023066-ff06-4961-ae23-d03f838517fe,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0152 TRAPPOLA MOSCHE SCUDERIE.png,EN0152,4faa2394-2a75-40b8-bf82-3e46e4abc405,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0153 ATTRATTIVO VESPE 500ML.png,EN0153,20297caf-3da2-4f73-bd62-999a39b1a5c4,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0154 ACQUA GEL 1LT.png,EN0154,b2ad9771-eb4d-4e58-9464-885e48b09103,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0155 ACQUA GEL 300ML.png,EN0155,c654d5a4-191f-497a-8c82-1fa1336308c2,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0156 OLIO DI NEEM SPRAY 1LT.png,EN0156,fd951636-e55b-42c6-8a28-2b7b82f6bc55,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0157 CONTROLLER NEEM+LINO SPRAY 500ML.png,EN0157,d0f75ff3-b2dc-4e8d-a137-faa7f6058b46,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0158 ORTICA LIQUIDO 200G.png,EN0158,fa447958-7859-46ae-80de-d7503d700731,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0159 CONTROLLER NEEM+SAPONE SPRAY 500ML.png,EN0159,98cd21d6-7854-42f7-9040-139abd4b50b4,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0160 OLIO DI SOIA SPRAY 1LT.png,EN0160,9d309786-f261-40fb-aa08-2ceab90a1702,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0162 OLIO DI LINO SPRAY 1LT.png,EN0162,1950d951-ffd3-488e-9109-65ab6632aae0,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0163 SAPONE MOLLE SPRAY 1 lt.png,EN0163,89cf4ceb-b148-4744-b19d-eb2a4762bdc7,dry-run,,,
/Volumes/Condivisa/FOTO ENERGICA 2025/EN0164 SAPONE MOLLE SPRAY 500ML.png,EN0164,76401568-ddaa-435c-8125-e9ace63fc5dd,dry-run,,,
